UF,codigo_municipio,municipio,baixo_peso,eutrofico,sobrepeso,obesidade_G_1,obesidade_G_2,obesidade_G_3,magreza_acentuada,magreza,obesidade,obesidade_grave,total,SEXO,ANO,fase_vida
AC,120001,ACRELANDIA,0,0,2,0,0,0,0,0,0,0,4,Masc,2008,adolescente
AC,120005,ASSIS BRASIL,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120010,BRASILEIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120013,BUJARI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120017,CAPIXABA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120020,CRUZEIRO DO SUL,0,0,0,0,0,0,0,0,0,0,2,Masc,2008,adolescente
AC,120025,EPITACIOLANDIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120030,FEIJO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120032,JORDAO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120033,MANCIO LIMA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120034,MANOEL URBANO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120035,MARECHAL THAUMATURGO,0,0,2,0,0,0,0,0,0,0,6,Masc,2008,adolescente
AC,120038,PLACIDO DE CASTRO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120080,PORTO ACRE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120039,PORTO WALTER,0,0,2,0,0,0,0,0,0,0,6,Masc,2008,adolescente
AC,120040,RIO BRANCO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120042,RODRIGUES ALVES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120043,SANTA ROSA DO PURUS,0,0,0,0,0,0,0,0,0,0,2,Masc,2008,adolescente
AC,120050,SENA MADUREIRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120045,SENADOR GUIOMARD,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120060,TARAUACA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AC,120070,XAPURI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270010,AGUA BRANCA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270020,ANADIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270030,ARAPIRACA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270040,ATALAIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270050,BARRA DE SANTO ANTONIO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270060,BARRA DE SAO MIGUEL,0,0,0,0,0,0,0,0,0,0,6,Masc,2008,adolescente
AL,270070,BATALHA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270080,BELEM,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270090,BELO MONTE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270100,BOCA DA MATA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270110,BRANQUINHA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270120,CACIMBINHAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270130,CAJUEIRO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270135,CAMPESTRE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270140,CAMPO ALEGRE,0,0,0,0,0,0,0,0,0,0,2,Masc,2008,adolescente
AL,270150,CAMPO GRANDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270160,CANAPI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270170,CAPELA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270180,CARNEIROS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270190,CHA PRETA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270200,COITE DO NOIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270210,COLONIA LEOPOLDINA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270220,COQUEIRO SECO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270230,CORURIPE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270235,CRAIBAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270240,DELMIRO GOUVEIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270250,DOIS RIACHOS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270255,ESTRELA DE ALAGOAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270260,FEIRA GRANDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270270,FELIZ DESERTO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270280,FLEXEIRAS,0,0,0,0,0,0,0,4,0,0,22,Masc,2008,adolescente
AL,270290,GIRAU DO PONCIANO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270300,IBATEGUARA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270310,IGACI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270320,IGREJA NOVA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270330,INHAPI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270340,JACARE DOS HOMENS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270350,JACUIPE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270360,JAPARATINGA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270370,JARAMATAIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270375,JEQUIA DA PRAIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270380,JOAQUIM GOMES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270390,JUNDIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270400,JUNQUEIRO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270410,LAGOA DA CANOA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270420,LIMOEIRO DE ANADIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270430,MACEIO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270440,MAJOR ISIDORO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270490,MAR VERMELHO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270450,MARAGOGI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270460,MARAVILHA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270470,MARECHAL DEODORO,0,0,0,0,0,0,0,0,0,0,2,Masc,2008,adolescente
AL,270480,MARIBONDO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270500,MATA GRANDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270510,MATRIZ DE CAMARAGIBE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270520,MESSIAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270530,MINADOR DO NEGRAO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270540,MONTEIROPOLIS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270550,MURICI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270560,NOVO LINO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270570,OLHO D'AGUA DAS FLORES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270580,OLHO D'AGUA DO CASADO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270590,OLHO D'AGUA GRANDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270600,OLIVENCA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270610,OURO BRANCO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270620,PALESTINA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270630,PALMEIRA DOS INDIOS,0,0,2,0,0,0,0,6,0,0,46,Masc,2008,adolescente
AL,270640,PAO DE ACUCAR,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270642,PARICONHA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270644,PARIPUEIRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270650,PASSO DE CAMARAGIBE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270660,PAULO JACINTO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270670,PENEDO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270680,PIACABUCU,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270690,PILAR,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270700,PINDOBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270710,PIRANHAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270720,POCO DAS TRINCHEIRAS,0,0,32,0,0,0,8,26,20,8,346,Masc,2008,adolescente
AL,270730,PORTO CALVO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270740,PORTO DE PEDRAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270750,PORTO REAL DO COLEGIO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270760,QUEBRANGULO,0,0,12,0,0,0,4,14,8,0,162,Masc,2008,adolescente
AL,270770,RIO LARGO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270780,ROTEIRO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270790,SANTA LUZIA DO NORTE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270800,SANTANA DO IPANEMA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270810,SANTANA DO MUNDAU,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270820,SAO BRAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270830,SAO JOSE DA LAJE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270840,SAO JOSE DA TAPERA,0,0,1,0,0,0,0,0,0,0,5,Masc,2008,adolescente
AL,270850,SAO LUIS DO QUITUNDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270860,SAO MIGUEL DOS CAMPOS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270870,SAO MIGUEL DOS MILAGRES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270880,SAO SEBASTIAO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270890,SATUBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270895,SENADOR RUI PALMEIRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270900,TANQUE D'ARCA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270910,TAQUARANA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270915,TEOTONIO VILELA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270920,TRAIPU,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270930,UNIAO DOS PALMARES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AL,270940,VICOSA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130002,ALVARAES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130006,AMATURA,0,0,0,0,0,0,0,0,0,0,2,Masc,2008,adolescente
AM,130008,ANAMA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130010,ANORI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130014,APUI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130020,ATALAIA DO NORTE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130030,AUTAZES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130040,BARCELOS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130050,BARREIRINHA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130060,BENJAMIN CONSTANT,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130063,BERURI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130068,BOA VISTA DO RAMOS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130070,BOCA DO ACRE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130080,BORBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130083,CAAPIRANGA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130090,CANUTAMA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130100,CARAUARI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130115,CAREIRO DA VARZEA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130110,CAREIRO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130120,COARI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130130,CODAJAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130140,EIRUNEPE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130150,ENVIRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130160,FONTE BOA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130165,GUAJARA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130170,HUMAITA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130180,IPIXUNA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130185,IRANDUBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130190,ITACOATIARA,0,0,2,0,0,0,0,0,0,0,4,Masc,2008,adolescente
AM,130195,ITAMARATI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130200,ITAPIRANGA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130210,JAPURA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130220,JURUA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130230,JUTAI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130240,LABREA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130250,MANACAPURU,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130255,MANAQUIRI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130260,MANAUS,0,0,2,0,0,0,0,2,6,0,18,Masc,2008,adolescente
AM,130270,MANICORE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130280,MARAA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130290,MAUES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130300,NHAMUNDA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130310,NOVA OLINDA DO NORTE,0,0,2,0,0,0,0,2,0,0,30,Masc,2008,adolescente
AM,130320,NOVO AIRAO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130330,NOVO ARIPUANA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130340,PARINTINS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130350,PAUINI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130353,PRESIDENTE FIGUEIREDO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130356,RIO PRETO DA EVA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130360,SANTA ISABEL DO RIO NEGRO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130370,SANTO ANTONIO DO ICA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130380,SAO GABRIEL DA CACHOEIRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130390,SAO PAULO DE OLIVENCA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130395,SAO SEBASTIAO DO UATUMA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130400,SILVES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130406,TABATINGA,0,0,2,0,0,0,0,0,0,0,14,Masc,2008,adolescente
AM,130410,TAPAUA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130420,TEFE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130423,TONANTINS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130426,UARINI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130430,URUCARA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AM,130440,URUCURITUBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160010,AMAPA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160020,CALCOENE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160021,CUTIAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160023,FERREIRA GOMES,0,0,0,0,0,0,0,0,2,6,10,Masc,2008,adolescente
AP,160025,ITAUBAL,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160027,LARANJAL DO JARI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160030,MACAPA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160040,MAZAGAO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160050,OIAPOQUE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160015,PEDRA BRANCA DO AMAPARI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160053,PORTO GRANDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160055,PRACUUBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160060,SANTANA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160005,SERRA DO NAVIO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160070,TARTARUGALZINHO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
AP,160080,VITORIA DO JARI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290010,ABAIRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290020,ABARE,0,0,12,0,0,0,0,18,6,2,140,Masc,2008,adolescente
BA,290030,ACAJUTIBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290035,ADUSTINA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290040,AGUA FRIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290060,AIQUARA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290070,ALAGOINHAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290080,ALCOBACA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290090,ALMADINA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290100,AMARGOSA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290110,AMELIA RODRIGUES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290115,AMERICA DOURADA,0,0,2,0,0,0,0,0,0,0,2,Masc,2008,adolescente
BA,290120,ANAGE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290130,ANDARAI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290135,ANDORINHA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290140,ANGICAL,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290150,ANGUERA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290160,ANTAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290170,ANTONIO CARDOSO,0,0,0,0,0,0,0,0,0,0,1,Masc,2008,adolescente
BA,290180,ANTONIO GONCALVES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290190,APORA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290195,APUAREMA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290205,ARACAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290200,ARACATU,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290210,ARACI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290220,ARAMARI,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290225,ARATACA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290230,ARATUIPE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290240,AURELINO LEAL,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290250,BAIANOPOLIS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290260,BAIXA GRANDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290265,BANZAE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290280,BARRA DA ESTIVA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290290,BARRA DO CHOCA,0,0,2,0,0,0,0,0,0,0,4,Masc,2008,adolescente
BA,290300,BARRA DO MENDES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290310,BARRA DO ROCHA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290270,BARRA,0,0,0,0,0,0,2,0,0,0,4,Masc,2008,adolescente
BA,290320,BARREIRAS,0,0,12,0,0,0,4,8,0,2,90,Masc,2008,adolescente
BA,290323,BARRO ALTO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290330,BARRO PRETO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290327,BARROCAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290340,BELMONTE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290350,BELO CAMPO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290360,BIRITINGA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290370,BOA NOVA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290380,BOA VISTA DO TUPIM,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290390,BOM JESUS DA LAPA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290395,BOM JESUS DA SERRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290400,BONINAL,0,0,0,0,0,0,0,0,2,0,26,Masc,2008,adolescente
BA,290405,BONITO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290410,BOQUIRA,0,0,4,0,0,0,0,4,0,2,32,Masc,2008,adolescente
BA,290420,BOTUPORA,0,0,0,0,0,0,0,2,0,0,10,Masc,2008,adolescente
BA,290430,BREJOES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290440,BREJOLANDIA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290450,BROTAS DE MACAUBAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290460,BRUMADO,0,0,0,0,0,0,0,0,0,0,2,Masc,2008,adolescente
BA,290470,BUERAREMA,0,0,0,0,0,0,0,0,0,0,4,Masc,2008,adolescente
BA,290475,BURITIRAMA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290480,CAATIBA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290485,CABACEIRAS DO PARAGUACU,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290490,CACHOEIRA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290500,CACULE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290510,CAEM,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290515,CAETANOS,0,0,0,0,0,0,0,0,0,0,2,Masc,2008,adolescente
BA,290520,CAETITE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290530,CAFARNAUM,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290540,CAIRU,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290550,CALDEIRAO GRANDE,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290560,CAMACAN,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290570,CAMACARI,0,0,0,0,0,0,2,0,0,0,2,Masc,2008,adolescente
BA,290580,CAMAMU,0,0,0,0,0,0,0,0,0,0,1,Masc,2008,adolescente
BA,290590,CAMPO ALEGRE DE LOURDES,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290600,CAMPO FORMOSO,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290610,CANAPOLIS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290620,CANARANA,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290630,CANAVIEIRAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290640,CANDEAL,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
BA,290650,CANDEIAS,0,0,0,0,0,0,0,0,0,0,0,Masc,2008,adolescente
