timestamp, input_file, master_file, added_count, total_after
11-08-2025 13:24:01,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2011 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 178240
11-08-2025 13:24:02,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2012 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 183810
11-08-2025 13:24:02,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2013 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 189380
11-08-2025 13:24:03,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2014 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 194950
11-08-2025 13:24:04,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2015 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 200520
11-08-2025 13:24:05,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2016 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 206090
11-08-2025 13:24:05,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2017 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 211660
11-08-2025 13:24:06,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2018 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 217230
11-08-2025 13:24:07,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2019 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 222800
11-08-2025 13:24:08,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2020 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 228370
11-08-2025 13:24:09,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2021 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 233940
11-08-2025 13:24:10,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2022 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5571, 239511
11-08-2025 13:24:10,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2023 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5571, 245082
11-08-2025 13:24:11,"C:/Users/Matheus/Downloads/adultos_name/masculino/adulto masculino 2024 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5571, 250653
11-08-2025 13:24:21,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2008 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 256223
11-08-2025 13:24:22,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2009 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 261793
11-08-2025 13:24:23,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2010 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 267363
11-08-2025 13:24:24,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2011 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 272933
11-08-2025 13:24:25,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2012 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 278503
11-08-2025 13:24:26,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2013 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 284073
11-08-2025 13:24:27,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2014 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 289643
11-08-2025 13:24:29,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2015 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 295213
11-08-2025 13:24:30,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2016 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 300783
11-08-2025 13:24:31,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2017 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 306353
11-08-2025 13:24:32,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2018 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 311923
11-08-2025 13:24:33,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2019 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 317493
11-08-2025 13:24:35,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2020 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 323063
11-08-2025 13:24:36,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2021 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5570, 328633
11-08-2025 13:24:37,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2022 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5571, 334204
11-08-2025 13:24:38,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2023 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5571, 339775
11-08-2025 13:24:39,"C:/Users/Matheus/Downloads/adultos_name/feminino/adulto feminino 2024 .csv","E:\GitHubRepositories\renob\update_data\Data\db_sisvan.csv", 5571, 345346
12-08-2025 08:20:52,"E:/GitHubRepositories/renob/public/data/db_region.csv","E:\GitHubRepositories\renob\update_data\Data\db_regional.csv", 5570, 5570
